Frame_id,synchrony_Neck_to_R-Sho,synchrony_Neck_to_L-Sho,synchrony_R-Sho_to_R-Elb,synchrony_R-Elb_to_R-Wr,synchrony_L-Sho_to_L-Elb,synchrony_L-Elb_to_L-Wr,synchrony_Neck_to_R-Hip,synchrony_R-Hip_to_R-Knee,synchrony_R-Knee_to_R-Ank,synchrony_Neck_to_L-Hip,synchrony_L-Hip_to_L-Knee,synchrony_L-Knee_to_L-Ank,synchrony_Neck_to_Nose,synchrony_Nose_to_R-Eye,synchrony_R-Eye_to_R-Ear,synchrony_Nose_to_L-Eye,synchrony_L-Eye_to_L-Ear,normalized_distance
293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
294,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
295,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
296,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
300,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
302,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
307,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
308,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
310,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
311,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
314,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
317,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
318,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
320,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
322,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
323,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
324,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
325,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
330,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
331,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
339,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
340,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
341,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
343,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
346,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
350,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
352,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
354,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
355,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
356,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
358,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
359,0.05139460873376505,0.04686300993942705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.36317522176045774,0.1290684097036986,0.3276782704611171,-1.0,-1.0,-1.0
360,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2880154078479497,-1.0
361,-1.0,0.14485196930010935,-1.0,-1.0,0.08531961570314993,0.6839061733655218,-1.0,-1.0,-1.0,0.08767085171952983,-1.0,-1.0,0.13525674370091612,0.047393142277489426,0.19982324195161486,0.16524934053856785,0.13699485014162127,-1.0
362,-1.0,0.0987993802371808,-1.0,-1.0,0.0466561577225783,0.130281752937812,-1.0,-1.0,-1.0,0.07173402106199542,-1.0,-1.0,0.14741692912528565,0.07631260169790308,0.14179323476723157,0.13084590929385914,0.16960947722185613,-1.0
363,0.1633286788521361,0.10578461521355202,-1.0,-1.0,0.05815630203237535,0.9410904372402376,-1.0,-1.0,-1.0,0.06328878257349732,-1.0,-1.0,0.1600294192892233,0.06719309487228921,0.11300514985837871,0.10800019348986771,0.11432800954585287,-1.0
364,0.14672215862730503,0.11817010872213873,-1.0,-1.0,0.07797913037736935,0.9825537394740408,0.02195498164358967,-1.0,-1.0,0.0523487101585361,-1.0,-1.0,0.15855165600612586,0.10126980140655613,0.1577426954827208,0.04058755296283789,0.06912284860639721,-1.0
365,0.1346728193882213,0.10403215469595872,-1.0,-1.0,0.07797913037736935,0.9980996650480045,0.0367020432080542,-1.0,-1.0,0.05111691028528645,-1.0,-1.0,0.17854027211689869,0.12176155825383862,0.18914409642556476,0.04058755296283789,0.03801540784794954,-1.0
366,0.11995015718445892,0.09277357907774232,-1.0,-1.0,0.06913946220406603,0.9404432749031256,0.05878247235294766,-1.0,-1.0,0.028129722338926712,-1.0,-1.0,0.18352644209778274,0.09236211358021262,0.1535197259520345,0.021965895965640733,0.17872898404746984,-1.0
367,0.08790370685932086,0.09169089656530566,0.10540705412352058,0.49272218845450827,0.06001911105904869,0.7225444657181098,0.044611679971674284,-1.0,-1.0,0.03516475860480825,-1.0,-1.0,0.15627547382937035,0.10126980140655613,0.11805836392851798,0.07631260169790292,0.07631260169790292,-1.0
368,0.10971991703229822,0.06803518255377997,0.09871913176540789,0.5925172847267824,0.06121112975805091,0.5807469726696673,0.060551944787136346,-1.0,-1.0,0.058345959903356705,-1.0,-1.0,0.10179903096404141,0.03110744075844713,0.13502527369964845,0.0,0.13191248948368836,-1.0
369,0.09141645212733264,0.056162769402750966,0.10356123112804375,0.8776850281529789,0.05094722443209928,0.4858378712733569,0.07233766560382729,-1.0,-1.0,0.06329989312099339,-1.0,-1.0,0.07390283006830195,0.0070723890003148,0.1498095246270563,0.02891945942041288,0.03110744075844713,-1.0
370,0.07379194118381803,0.07128923399749786,0.11548295615528527,0.8947459660725161,0.04318008248516521,0.4139242839114426,0.06494884685277519,-1.0,-1.0,0.06235697671757498,-1.0,-1.0,0.0727837568172013,0.06719309487228921,0.05799395606525608,0.02891945942041288,0.026356899668076875,-1.0
371,0.07818917592817731,0.03819343349280158,0.10806605986008394,0.9350751082056271,0.028257841130196092,0.4119235044974215,0.04649224605551001,-1.0,-1.0,0.04916506626799244,-1.0,-1.0,0.07160191986443533,0.03801540784795013,0.01755756458914194,0.07682260078515964,0.07638360546344057,-1.0
372,0.08336208695723905,0.04274343654369708,0.07336461332382013,0.9898604729509224,0.008437330777609395,0.49376406726928185,0.024162704235813806,-1.0,-1.0,0.02896933556145377,-1.0,-1.0,0.06497587170822881,0.11008371550260894,0.06719309487228921,0.06916119152230818,0.05475311620452418,-1.0
373,-1.0,0.017665722888134245,0.06404490883632168,0.9949850923481622,0.010264501477748406,0.5342910440524883,0.017031475442918182,-1.0,-1.0,0.024615178105809203,-1.0,-1.0,0.08408023896443063,0.03801540784794954,-1.0,0.02660554190945152,0.0775715113324359,-1.0
374,0.026553745449862692,0.02118930463494601,0.06260344132757438,-1.0,0.012730994387397367,0.58039097555444,0.013243821019022531,-1.0,-1.0,0.030005886321843846,-1.0,-1.0,0.05151316785598024,-1.0,-1.0,0.20941244703716208,0.09959955423337345,-1.0
375,0.026244894240453162,0.001957944729207221,0.06057574783528105,-1.0,0.015480838175469552,0.5801270973273788,0.000817231808581454,-1.0,-1.0,0.02174302405735048,-1.0,-1.0,0.07968197901508522,-1.0,-1.0,0.25,0.006676850358067714,-1.0
376,0.023240759903826035,0.0018061912301947625,0.05362110006057054,0.9747858206314776,0.04915645598344829,-1.0,0.010004698318249712,-1.0,-1.0,0.0037847515870021707,-1.0,-1.0,0.08761069762280221,-1.0,-1.0,0.20260685772251033,0.13815193635089348,-1.0
377,0.007092082738218365,0.002747722679074291,0.06452512480155871,0.9895711105770529,0.07416660121222308,0.3927160811680039,0.011468857952406545,-1.0,-1.0,0.005094377791434033,-1.0,-1.0,0.0782665379566441,0.02176804924481834,0.1396699050195341,0.09238528506360465,0.2667377083565741,-1.0
378,-1.0,0.035878631851915144,0.053489507189005504,0.9784082109482551,0.07870586401461806,0.22074762578322316,0.02639825196685134,-1.0,-1.0,0.010376297834179591,-1.0,-1.0,0.07714724613493905,0.015012334822947187,-1.0,0.047393142277489426,0.27917768702433987,-1.0
379,0.011625592576714297,0.04973596296752317,0.02750508118927392,0.9511983483484759,0.11402440983779236,0.03930570017589325,0.03592466322411237,-1.0,-1.0,0.02926652267512528,-1.0,-1.0,0.08581472253858705,0.05179773210076666,-1.0,0.0070723890003148,0.2682327680153716,-1.0
380,0.010581656555212293,0.05183077579276711,0.021447181453651605,0.9198597299849507,0.09937911825282533,0.022149823951465728,0.04236083466848744,-1.0,-1.0,0.029043839880169762,-1.0,-1.0,0.082780829620916,0.05179773210076666,-1.0,0.0070723890003148,0.2132708224626623,-1.0
381,0.024115288610329674,0.0,0.02607087700425273,0.6510737177642367,0.0785944659839731,0.010932108252990283,0.03859312232087254,-1.0,-1.0,0.03793462222432807,-1.0,-1.0,0.04915875179748406,0.0008332700499366634,-1.0,0.03110744075844713,0.25,-1.0
382,0.011700370859772128,0.00474276339682583,0.08400166832064987,0.32003507190888414,0.07031572085441878,0.00624335612162726,0.03839616183823069,-1.0,-1.0,0.044950013689566415,-1.0,-1.0,0.019015124581068937,0.004750541090370516,0.13600796940297494,0.0070723890003148,0.25,-1.0
383,0.007289668888784517,0.009035981000291841,0.09259078467033183,0.5631985679194907,0.0463226020301037,0.043352226102751225,0.027291900854618526,-1.0,-1.0,0.04376225465948437,-1.0,-1.0,0.015204789194553347,0.013782324252818194,0.1336673124900857,0.03696609257018267,0.29058755296283795,-1.0
384,0.0025369538755362687,0.0012514181402630395,0.11584699433657669,0.7178322034541164,0.05685116944884288,0.04576725322578668,0.02647887527449799,-1.0,-1.0,0.039249604244216224,-1.0,-1.0,0.00022135593523721624,0.029764973970832588,0.17671384038895321,0.0011966480700294814,0.3830305687871295,-1.0
385,0.01121191442685047,0.018219415561450958,0.11533672293539671,0.7169216253824165,0.06167541179240839,-1.0,0.021374106555300525,-1.0,-1.0,0.03002058330034252,-1.0,-1.0,0.020088056054722695,0.05111087057081293,0.20203276081519783,0.07631260169790323,0.17368739830209684,-1.0
386,0.022004827205164723,0.020859882796330487,0.12819533494056615,0.7271508230644486,0.042991464859095586,-1.0,0.00332752958284814,-1.0,-1.0,0.015671885244842428,-1.0,-1.0,0.02632770107072574,0.02543579215670053,-1.0,0.028690583036212126,0.21889255924155235,-1.0
387,0.023666693059116697,0.006325802912635793,0.1823247556962881,0.7389466827905421,0.004644353692694151,-1.0,0.004853343134998916,-1.0,-1.0,0.015375313022630809,-1.0,-1.0,0.05095905735216806,0.01562548199954551,0.13354963480810242,0.047393142277489426,0.11340308312395625,-1.0
388,0.004529833289496148,0.018052743786602553,0.23674475538672882,0.70791780047708,0.02963156805153348,-1.0,0.009944886118222194,-1.0,-1.0,0.005026681627219823,-1.0,-1.0,0.0631522194923312,0.043364118393826784,0.1356719904541473,0.07631260169790292,0.21602498018730326,-1.0
389,0.003193520150346482,0.019008038884714206,0.26012800496545224,0.6987847722636205,0.026172502149224126,-1.0,0.0007238821594527388,-1.0,-1.0,0.014985484009931885,-1.0,-1.0,0.089141714911459,0.022697870999859995,0.1425799575436491,0.07631260169790323,0.1305830556293028,-1.0
390,0.004290478256377493,0.036250861750921605,0.24691857351913357,0.6748376371656889,0.007165012404903628,-1.0,0.004371757150410145,-1.0,-1.0,0.01464222316343298,-1.0,-1.0,0.09323583336593302,0.06328542396269832,0.16041439456366893,0.06609570151876612,0.10067937429185214,-1.0
391,0.014700291211787597,0.04914590166459099,0.2813531173274519,0.6540326536311926,0.009185490488508006,-1.0,0.0053911826361160405,-1.0,-1.0,0.014882787761354615,-1.0,-1.0,0.08746156034395484,0.009642803271822977,0.1356719904541473,0.1268168854101967,0.0951703151085848,-1.0
392,0.031371133473688174,0.04231851449239569,0.28456922940936363,0.6951812608568712,0.012628835412679831,-1.0,0.004091921750823981,-1.0,-1.0,0.010090197558490738,-1.0,-1.0,0.07164195489960022,0.06316407098862696,0.07944174209307517,0.15731058535344902,0.12036643735161227,-1.0
393,0.038668168017327934,0.03307758245972914,0.2617499404789522,0.7224537578699423,0.005029865082081066,0.0025796464094385305,0.03217873858952955,-1.0,-1.0,0.0006382890667756355,-1.0,-1.0,0.07188854954302833,0.030708556398089223,0.023636167397774556,0.10481313240773298,0.06390725787513446,-1.0
394,0.04915726975330241,0.0392327829667778,0.26898104550984075,0.7689810455098408,0.000231242679234839,0.020689210959713034,0.039348843037240275,-1.0,-1.0,0.013041878676734371,-1.0,-1.0,0.07054431812366348,0.047393142277489426,0.06990534718931617,0.11929300500817873,0.05862247353332528,-1.0
395,0.04968387609314159,0.05051067498725295,0.2837413877220962,0.773937027314027,0.025842977853666484,0.0075066793494183845,0.04697214730745506,-1.0,-1.0,0.03018445611093795,-1.0,-1.0,0.07161948347580689,0.11458623714977899,0.06440097450161707,0.07408784406872311,0.04542504562747063,-1.0
396,-1.0,0.06739622814795823,0.3023534478708515,0.7808498390724268,0.0034934127099162282,0.021366733993377813,0.05710404528978749,-1.0,-1.0,0.049380107877669034,-1.0,-1.0,-1.0,0.047393142277489426,0.03351516396252299,0.03572504873506496,0.006023073722549362,-1.0
397,-1.0,0.06904070616576856,0.3188460217044522,0.8152696809864921,0.02836249853789696,0.001266543508186679,0.07658741282884657,-1.0,-1.0,0.060511460085376424,-1.0,-1.0,-1.0,0.06719309487228921,0.014144778000630224,0.02891945942041288,0.012404881517169408,-1.0
398,-1.0,0.044470242226616295,0.3195729327807884,0.7821822027501788,0.022522166947501848,0.001266543508186679,0.07193644829162203,-1.0,-1.0,0.06296485216694815,-1.0,-1.0,-1.0,0.006805589314649851,0.16877292228537968,0.047393142277489426,0.0027921203706737846,-1.0
399,-1.0,0.06454735751552573,0.35389139443406176,0.774782490325092,0.03137822679318303,0.02339165779612364,0.07272123965330461,-1.0,-1.0,0.06499404859704236,-1.0,-1.0,-1.0,,-1.0,0.03572504873506496,0.028690583036212126,-1.0
400,0.08413393650453238,0.04798368407118011,0.3520287550074563,0.7821822027501788,0.043213323778428,0.001266543508186679,0.07531650390738136,-1.0,-1.0,0.06902540947762288,-1.0,-1.0,-1.0,0.01671519227213952,0.21207298700847946,0.07631260169790292,0.08034162558156563,-1.0
401,-1.0,0.06454735751552573,0.3542847457652903,0.777150054638453,0.031283094633212265,0.024156915906550516,0.07604515915190534,-1.0,-1.0,0.07078351793727447,-1.0,-1.0,-1.0,0.009642803271822977,0.11233451847306783,0.14199980651013222,0.08034162558156563,-1.0
402,-1.0,0.0682684620181964,0.3416620673739304,0.7821822027501788,0.020350986380220006,0.0243562350387147,0.07554368378248454,-1.0,-1.0,0.07761458273273553,-1.0,-1.0,-1.0,0.05755029160046508,-1.0,0.07772111107193733,0.0053642654855592335,-1.0
403,-1.0,0.06454735751552573,0.29448589112219437,0.8053100366542509,0.03157376610810353,0.024156915906550516,0.0828453946216502,-1.0,-1.0,0.08500780276553828,-1.0,-1.0,-1.0,0.10455744794808379,-1.0,0.25,0.03802136212854069,-1.0
404,0.08747334343686723,0.06454735751552573,0.2524890690172056,0.815558757511106,0.041401047744590816,0.025692067903807365,0.08063507947330557,-1.0,-1.0,0.08789633631128656,-1.0,-1.0,-1.0,0.15560653726674348,-1.0,0.09858150902809393,0.03802136212854069,-1.0
405,0.06802601411417822,0.05015340528175051,0.20093910772455562,0.8545086849735491,0.018327051381863673,0.016025004407196158,0.07848983692962808,-1.0,-1.0,0.08408153330331272,-1.0,-1.0,-1.0,0.04864318013001789,-1.0,0.08475065946143188,0.013867124197408272,-1.0
406,0.049664563204285216,0.04516723530086669,0.1563985246196287,0.9247256985326053,6.707879276254074e-09,0.00636294358713356,0.06300913596473134,-1.0,-1.0,0.07413878204571268,-1.0,-1.0,-1.0,0.06666979842607855,0.032894304215864784,0.03110744075844713,0.061584146385424234,-1.0
407,0.05078567168699881,0.027077202345581978,0.1323564129298111,0.9443658189708456,0.00848115637296317,0.02081854820810053,0.05210659860243906,-1.0,-1.0,0.05835168321498786,-1.0,-1.0,-1.0,0.06666979842607855,0.04961883157923841,0.03801540784794954,0.041745762230614894,-1.0
408,0.03144049578272664,0.02610378065166398,0.14447465119803343,-1.0,9.757521823651285e-05,0.0024743126225744766,0.041024430724525336,-1.0,-1.0,0.03916422422695279,-1.0,-1.0,-1.0,0.06666979842607855,0.08742761181182092,0.05624817586332095,0.05160679834947468,-1.0
409,-1.0,0.01046694572828707,0.06600369918271753,-1.0,0.006403003758824606,0.0037089868605664857,0.02524796224949907,-1.0,-1.0,0.03372187330434801,-1.0,-1.0,0.042897408328243035,0.14567759320863585,-1.0,0.004538870762357883,0.05453330759595584,-1.0
410,0.011237447115605714,0.010133832402089853,-1.0,-1.0,0.0047222628777213406,0.011796850910412222,0.008215618237604734,-1.0,-1.0,0.011250041419337931,-1.0,-1.0,0.04484853853211093,0.10629801781058604,-1.0,0.008002237384691505,0.06012070587197439,-1.0
411,-1.0,0.009414705936317682,-1.0,-1.0,0.017361396715594096,0.018360435679999218,0.007252885900182451,-1.0,-1.0,0.0052409487182581245,-1.0,-1.0,-1.0,0.09683572882615911,-1.0,0.04858979034752872,0.03353706505990494,-1.0
412,0.007435690631940071,0.009701564557142201,-1.0,-1.0,0.014784045056561026,0.030198265599924033,0.0142441983107091,-1.0,-1.0,0.011115704254980393,-1.0,-1.0,0.08081737784589182,0.05179773210076666,-1.0,0.03655852907917561,0.03310516588644129,-1.0
413,-1.0,0.010133832402089853,0.007397562381658809,-1.0,0.004032845301189815,0.049731801447000484,0.01697621148347296,-1.0,-1.0,0.009252623949667964,-1.0,-1.0,0.06850942146728088,0.10241638234956667,-1.0,0.039802969815306,0.006907967089502678,-1.0
414,-1.0,0.0,0.0631649439278434,-1.0,0.019683805635848838,0.059425059643211924,0.017838759569106227,-1.0,-1.0,0.0022857693581601287,-1.0,-1.0,0.05805451340057432,0.12844915923569286,0.15169452671596492,0.009119506825613117,0.10126980140655613,-1.0
